Fichier ;Nombre de lignes ;Nombre total de tokens ;Moyenne de tokens par ligne ;Top 10 tokens,Fichier
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Lawan yettazzalen.md ;6 ;70 ;11.67 ;,"d: 6; ur: 3; ara.: 3; ad: 3; I: 2; A: 1; lawan: 1; yettazzalen,: 1; tḥewseḍ: 1; irgazen,: 1",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Ideflawen.md ;12 ;110 ;9.17 ;,d: 9; i: 6; ay: 5; arrac: 4; n: 4; yideflawen.: 4; wen.: 3; ɣer: 3; aɣ: 3; deg: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Aḍu i d-isuḍen.md ;27 ;167 ;6.19 ;,d: 16; i: 11; D: 9; nnhati: 9; n: 9; wid: 8; Ad: 5; deg: 3; Aḍu: 2; akk: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Aεewwiq.md ;14 ;94 ;6.71 ;,d: 10; yi: 4; i: 4; D: 3; yenta: 2; ur: 2; Ma: 2; ad: 2; kra: 2; Ha: 1,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Anaɣur.md ;15 ;114 ;7.60 ;,"d: 8; t: 5; n: 5; i: 4; Ur: 3; Ha: 3; unaɣur,: 3; ha: 2; aya.: 2; S: 2",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Arezqi Lbacir.md ;11 ;81 ;7.36 ;,"iw: 4; i: 3; deg: 3; ay: 3; Iɣaḍ: 2; Lbacir,: 2; di: 2; is,: 2; ad: 2; n: 2",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Tidet.md ;11 ;92 ;8.36 ;,ad: 6; d: 4; am: 3; n: 3; Ad: 3; ma: 2; ddwa: 2; ur: 2; is: 2; s: 2,
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Yemma.md ;17 ;131 ;7.71 ;,"ad: 9; d: 8; i: 6; t: 3; s,: 2; tasa: 2; Zik,: 2; seḥfaɣ: 2; irebbi: 2; ines.: 2",
Corpus_07_Ziri Sut/Ammud-n-yi-risen-n-tezlatin-n-Yideflawen.-master/Ma tecfam ay ayetma.md ;15 ;120 ;8.00 ;,i: 8; d: 5; ay: 5; Γef: 4; aɣ: 4; Lezzayer: 4; ayetma: 3; ɣef: 3; nekker: 3; ɣer: 3,
Corpus_07_Ziri Sut/Ammud-n-tefyar-inu/tifyar s teqbaylit nneɣ.md ;400 ;2569 ;6.42 ;,d: 164; ad: 121; i: 94; ara: 55; n: 43; ur: 42; t: 33; Ur: 28; s: 26; di: 25,
Corpus_07_Ziri Sut/corpus-iznan-6/ammud-a1.md ;100 ;902 ;9.02 ;,d: 52; ad: 36; n: 34; i: 22; deg: 16; a: 15; A: 11; ur: 10; s: 10; am: 7,
Corpus_07_Ziri Sut/corpus_ammud-n-tefyar/Tifyar s teqbaylit.md ;101 ;654 ;6.48 ;,d: 40; ad: 20; i: 19; n: 14; ur: 14; Ur: 13; as: 13; ara: 8; am: 8; s: 7,
Corpus_07_Ziri Sut/corpus-iznan4/ammud_a1.md ;61 ;461 ;7.56 ;,d: 41; n: 11; ur: 11; i: 10; ad: 10; s: 8; D: 6; t: 5; deg: 4; seksu: 4,
Corpus_07_Ziri Sut/corpus-iznan-9/ammud-a1.md ;172 ;2059 ;11.97 ;,n: 148; d: 138; i: 84; deg: 59; ad: 33; s: 21; ara: 20; ɣer: 16; wid: 15; a: 14,
Corpus_07_Ziri Sut/ammud-n-tefyar/tifyar_inu_1.md ;249 ;1565 ;6.29 ;,d: 86; ad: 73; i: 45; ara: 41; n: 28; ur: 21; Ur: 19; di: 18; t: 18; ma: 16,
Corpus_07_Ziri Sut/corpus-iznan1/ammud-c.md ;20 ;171 ;8.55 ;,"d: 12; i: 10; win: 6; tt: 4; n: 4; am: 3; is: 3; t: 2; yujjaq,: 2; ula: 2",
Corpus_07_Ziri Sut/Amud_Isefra_Ferhat_Mhenni/Tamaziɣt.md ;9 ;73 ;8.11 ;,d: 7; ur: 4; is: 2; ma: 2; di: 2; deg: 2; S: 1; udem: 1; kan: 1; walit: 1,
Corpus_07_Ziri Sut/Amud_Isefra_Ferhat_Mhenni/Iḍ d wass.md ;27 ;142 ;5.26 ;,d: 9; ara: 7; Ad: 5; ad: 4; i: 4; yiḍ: 3; aɣ: 3; ugin: 2; frun.: 2; as: 2,
Corpus_07_Ziri Sut/corpus_iznan_1/ammud_A.md ;300 ;1926 ;6.42 ;,d: 121; n: 73; i: 66; ad: 49; ara: 34; deg: 30; as: 23; s: 21; iyi: 18; D: 17,
Corpus_07_Ziri Sut/Tifyar-nni-en-s-teqbaylit/Ammud 001.md ;100 ;557 ;5.57 ;,d: 30; ad: 27; i: 25; ara: 11; ur: 11; deg: 10; n: 8; Yidir: 8; t: 6; D: 5,
Corpus_07_Ziri Sut/corpus_iznan-11/ammud-a2.md ;28 ;405 ;14.46 ;,"n: 26; d: 21; deg: 12; s: 11; ad: 10; tt: 8; i: 6; neɣ: 6; ur: 4; yitran,: 3",
Corpus_07_Ziri Sut/corpus_iznan-11/ammud-a3.md ;28 ;405 ;14.46 ;,"n: 26; d: 21; deg: 12; s: 11; ad: 10; tt: 8; i: 6; neɣ: 6; ur: 4; yitran,: 3",
Corpus_07_Ziri Sut/ammud-7/ammud-b1.md ;151 ;1815 ;12.02 ;,d: 143; n: 105; i: 52; ad: 41; deg: 41; s: 38; ara: 28; ɣef: 16; a: 15; ɣer: 14,
Corpus_07_Ziri Sut/corpus-iznan-10/ammud-d1.md ;47 ;388 ;8.26 ;,d: 24; i: 14; n: 12; ad: 11; win: 6; ur: 6; ara: 6; fell: 5; la: 5; ɣef: 5,
Corpus_07_Ziri Sut/corpus-iznan-2/ammud_c.md ;21 ;308 ;14.67 ;,n: 37; d: 14; i: 11; ad: 10; deg: 8; agi: 7; s: 6; wakken: 5; tutlayt: 4; tezrigt: 4,
Corpus_07_Ziri Sut/Tifyar-s-teqbaylit_12/text.md ;16 ;166 ;10.38 ;,d: 8; n: 7; ad: 7; ɣer: 4; deg: 4; ara: 3; t: 3; tamurt: 3; Ad: 2; s: 2,
Corpus_07_Ziri Sut/corpus-iznan-4/ammud-b1.md ;12 ;92 ;7.67 ;,"d: 7; t: 4; deg: 3; wi: 2; s: 2; ur: 2; yeg: 2; as: 2; i: 2; iyi,: 2",
Corpus_07_Ziri Sut/corpus-iznan2/inzan2.md ;30 ;171 ;5.70 ;,d: 11; s: 5; n: 5; ad: 5; D: 5; ɣef: 3; i: 3; mi: 2; t: 2; id: 2,
Corpus_07_Ziri Sut/corpus_iznan/Ammud_a.md ;61 ;454 ;7.44 ;,d: 41; n: 10; ur: 10; ad: 10; i: 9; s: 8; D: 6; t: 5; deg: 4; seksu: 4,
